id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total
455621,2022,"-2.363.241.172.991.040,00","-4.672.347.687.890.760,00",5,kilometer,209,"R$ 23.306,02",10,9,25,24,
447283,2022,"-2.359.612.698.133.560,00","-46.701.992.728.059.300,00",5,kilometer,174,"R$ 23.186,05",4,,7,10,
455410,2022,"-2.362.786.174.756.440,00","-4.671.865.219.473.620,00",5,kilometer,319,"R$ 23.164,63",13,15,11,21,
447172,2022,"-23.590.190.443.038.900,00","-46.707.385.452.496.200,00",5,kilometer,250,"R$ 22.974,36",4,3,6,10,
441452,2022,"-23.610.717.546.033.400,00","-46.690.368.565.293.800,00",5,kilometer,173,"R$ 22.767,22",13,11,4,9,
455409,2022,"-2.362.918.313.161.250,00","-4.671.980.599.004.780,00",5,kilometer,197,"R$ 22.717,19",12,12,14,16,
447308,2022,"-23.605.952.921.850.900,00","-4.670.060.168.876.250,00",5,kilometer,635,"R$ 22.632,68",14,40,52,41,
447256,2022,"-23.605.057.793.703.700,00","-46.701.290.133.734.200,00",5,kilometer,218,"R$ 22.498,46",13,11,7,3,
452324,2022,"-23.632.024.898.881.800,00","-4.669.516.315.469.620,00",5,kilometer,505,"R$ 22.390,84",53,26,16,17,
447201,2022,"-23.612.485.922.310.200,00","-4.670.873.117.181.210,00",5,kilometer,225,"R$ 22.290,00",6,14,9,13,
447174,2022,"-2.358.460.251.377.710,00","-4.671.190.550.259.980,00",5,kilometer,183,"R$ 22.270,51",5,6,,4,
452204,2022,"-23.626.076.027.904.400,00","-46.706.706.327.276.800,00",5,kilometer,630,"R$ 22.089,24",50,64,44,27,
452345,2022,"-23.634.160.853.144.300,00","-4.670.925.978.656.000,00",5,kilometer,325,"R$ 21.926,67",28,29,18,10,
441611,2022,"-23.604.150.048.832.300,00","-46.694.982.793.900.300,00",5,kilometer,212,"R$ 21.910,98",16,5,4,4,
441617,2022,"-23.611.099.286.361.600,00","-4.668.973.269.995.050,00",5,kilometer,159,"R$ 21.589,36",7,13,7,5,
447278,2022,"-23.585.780.169.532.900,00","-4.670.063.745.856.580,00",5,kilometer,152,"R$ 21.536,71",5,3,5,6,
452205,2022,"-23.635.503.808.688.600,00","-46.715.744.926.650.000,00",5,kilometer,562,"R$ 21.530,96",40,58,35,26,
