id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,unidade
441529,2022,"-23.620.198.749.017.900,00","-46.694.993.029.663.100,00",5,kilometer,238.0,"R$ 21.322,79",23.0,10.0,10.0,8.0,,morumbi
455491,2022,"-23.618.404.405.359.700,00","-4.674.266.695.179.300,00",5,kilometer,272.0,"R$ 21.264,65",11.0,8.0,22.0,18.0,,morumbi
452190,2022,"-2.363.455.534.692.110,00","-4.671.502.731.794.380,00",5,kilometer,710.0,"R$ 21.262,66",44.0,64.0,78.0,40.0,,morumbi
458301,2022,"-23.607.793.093.526.300,00","-467.351.188.338.414,00",5,kilometer,648.0,"R$ 21.230,77",46.0,58.0,54.0,37.0,,morumbi
455399,2022,"-2.362.663.843.296.630,00","-4.672.375.657.992.340,00",5,kilometer,173.0,"R$ 21.205,91",5.0,15.0,10.0,7.0,,morumbi
458299,2022,"-2.360.603.563.572.550,00","-46.734.891.913.618.400,00",5,kilometer,872.0,"R$ 21.168,40",76.0,95.0,71.0,52.0,,morumbi
455302,2022,"-23.624.007.464.651.600,00","-4.671.305.914.895.510,00",5,kilometer,104.0,"R$ 21.149,77",0.0,,0.0,0.0,,morumbi
441424,2022,"-23.602.690.061.456.900,00","-46.695.263.963.541.000,00",5,kilometer,203.0,"R$ 21.004,05",29.0,10.0,8.0,4.0,,morumbi
455473,2022,"-23.630.785.333.052.500,00","-4.673.180.425.236.520,00",5,kilometer,284.0,"R$ 20.914,69",7.0,16.0,18.0,13.0,,morumbi
450146,2022,"-23.587.714.626.264.800,00","-4.676.009.633.897.430,00",5,kilometer,572.0,"R$ 20.817,24",32.0,24.0,27.0,37.0,,morumbi
455489,2022,"-23.627.518.424.044.700,00","-4.671.980.098.588.710,00",5,kilometer,324.0,"R$ 20.722,13",33.0,23.0,15.0,13.0,,morumbi
441528,2022,"-23.621.773.280.174.500,00","-4.669.656.196.122.990,00",5,kilometer,404.0,"R$ 20.685,65",40.0,29.0,16.0,19.0,,morumbi
452256,2022,"-23.626.569.193.176.900,00","-46.697.169.289.097.200,00",5,kilometer,642.0,"R$ 20.657,49",68.0,59.0,56.0,37.0,,morumbi
455358,2022,"-2.361.747.393.060.880,00","-46.738.743.179.325.600,00",5,kilometer,364.0,"R$ 20.613,79",15.0,17.0,21.0,24.0,,morumbi
447227,2022,"-2.360.443.006.212.270,00","-4.672.365.954.447.870,00",5,kilometer,353.0,"R$ 20.538,73",10.0,17.0,17.0,20.0,,morumbi
447252,2022,"-2.361.148.982.672.300,00","-4.670.752.405.282.340,00",5,kilometer,315.0,"R$ 20.505,31",9.0,12.0,9.0,14.0,,morumbi
452333,2022,"-2.364.397.902.781.050,00","-4.672.152.744.850.920,00",5,kilometer,422.0,"R$ 20.486,60",42.0,20.0,17.0,11.0,,morumbi
455301,2022,"-23.622.758.269.892.300,00","-4.671.996.945.313.500,00",5,kilometer,540.0,"R$ 20.341,66",16.0,28.0,21.0,27.0,,morumbi
458300,2022,"-2.360.682.373.448.660,00","-46.735.756.222.037.200,00",5,kilometer,648.0,"R$ 20.294,88",64.0,73.0,48.0,28.0,,morumbi
455462,2022,"-23.622.871.126.864.700,00","-4.673.952.122.883.770,00",5,kilometer,538.0,"R$ 20.218,61",46.0,50.0,41.0,22.0,,morumbi
455469,2022,"-23.630.580.969.538.800,00","-4.673.269.415.427.490,00",5,kilometer,396.0,"R$ 20.121,52",22.0,29.0,18.0,22.0,,morumbi
447244,2022,"-23.610.593.567.997.500,00","-4.671.000.726.278.350,00",5,kilometer,265.0,"R$ 20.049,03",3.0,8.0,7.0,14.0,,morumbi
458361,2022,"-23.598.000.835.856.600,00","-4.672.404.664.962.680,00",5,kilometer,327.0,"R$ 19.923,97",13.0,20.0,28.0,16.0,,morumbi
455395,2022,"-23.616.507.907.385.400,00","-46.714.026.635.159.000,00",5,kilometer,167.0,"R$ 19.914,29",,,5.0,7.0,,morumbi
455355,2022,"-23.618.339.586.864.000,00","-4.673.877.906.304.070,00",5,kilometer,342.0,"R$ 19.897,74",17.0,10.0,27.0,29.0,,morumbi
441610,2022,"-23.603.886.498.781.500,00","-46.694.878.189.422.600,00",5,kilometer,245.0,"R$ 19.894,86",9.0,11.0,12.0,6.0,,morumbi
447225,2022,"-23.607.792.357.348.900,00","-4.671.601.862.847.040,00",5,kilometer,198.0,"R$ 19.877,17",4.0,8.0,4.0,7.0,,morumbi
447216,2022,"-23.606.177.545.488.200,00","-4.670.505.928.988.610,00",5,kilometer,396.0,"R$ 19.817,40",10.0,12.0,28.0,18.0,,morumbi
447209,2022,"-2.361.077.788.853.270,00","-4.670.460.696.279.030,00",5,kilometer,523.0,"R$ 19.810,64",9.0,12.0,20.0,20.0,,morumbi
441425,2022,"-23.602.838.356.039.100,00","-46.694.747.142.360.700,00",5,kilometer,292.0,"R$ 19.705,81",33.0,32.0,22.0,9.0,,morumbi
455421,2022,"-23.637.333.391.718.400,00","-467.292.565.926.827,00",5,kilometer,272.0,"R$ 19.696,98",13.0,19.0,17.0,12.0,,morumbi
455453,2022,"-23.626.687.716.126.700,00","-4.673.429.205.989.850,00",5,kilometer,450.0,"R$ 19.676,80",18.0,18.0,36.0,13.0,,morumbi
441453,2022,"-2.360.999.894.954.810,00","-4.669.696.128.674.220,00",5,kilometer,278.0,"R$ 19.671,96",15.0,18.0,6.0,12.0,,morumbi
452298,2022,"-23.652.566.670.693.700,00","-4.671.882.231.060.340,00",5,kilometer,671.0,"R$ 19.598,58",79.0,52.0,45.0,28.0,,morumbi
455356,2022,"-2.361.893.469.161.510,00","-46.737.919.642.391.800,00",5,kilometer,192.0,"R$ 19.595,09",7.0,8.0,8.0,14.0,,morumbi
447306,2022,"-23.592.018.453.990.100,00","-4.672.006.714.603.630,00",5,kilometer,389.0,"R$ 19.584,90",14.0,21.0,21.0,22.0,,morumbi
447173,2022,"-2.359.642.534.509.630,00","-46.711.508.998.997.500,00",5,kilometer,287.0,"R$ 19.470,30",6.0,15.0,15.0,12.0,,morumbi
447194,2022,"-23.606.367.191.189.300,00","-4.670.430.506.631.610,00",5,kilometer,162.0,"R$ 19.420,41",0.0,6.0,8.0,12.0,,morumbi
455359,2022,"-2.361.858.602.550.240,00","-46.739.603.214.336.400,00",5,kilometer,291.0,"R$ 19.371,63",9.0,16.0,19.0,15.0,,morumbi
455458,2022,"-23.631.429.270.109.300,00","-4.673.409.283.641.420,00",5,kilometer,344.0,"R$ 19.341,99",18.0,16.0,41.0,27.0,,morumbi
455368,2022,"-23.620.553.837.634.300,00","-46.736.741.283.038.100,00",5,kilometer,167.0,"R$ 19.340,85",5.0,3.0,7.0,11.0,,morumbi
455638,2022,"-23.619.367.442.582.900,00","-4.673.721.629.019.460,00",5,kilometer,357.0,"R$ 19.315,01",28.0,16.0,14.0,10.0,,morumbi
447185,2022,"-2.359.086.820.983.690,00","-4.671.751.346.573.180,00",5,kilometer,299.0,"R$ 19.209,52",16.0,16.0,15.0,23.0,,morumbi
455388,2022,"-23.634.864.061.969.400,00","-4.673.266.779.387.020,00",5,kilometer,373.0,"R$ 19.179,59",11.0,12.0,10.0,16.0,,morumbi
447200,2022,"-2.361.081.639.853.830,00","-46.706.702.204.635.300,00",5,kilometer,566.0,"R$ 19.172,98",9.0,21.0,27.0,27.0,,morumbi
455496,2022,"-23.628.303.364.442.700,00","-4.674.239.930.478.980,00",5,kilometer,472.0,"R$ 19.142,86",30.0,48.0,61.0,33.0,,morumbi
455630,2022,"-23.632.685.073.778.400,00","-4.673.177.490.500.540,00",5,kilometer,247.0,"R$ 19.061,80",5.0,12.0,17.0,17.0,,morumbi
452198,2022,"-2.364.016.735.595.290,00","-46.714.511.020.394.000,00",5,kilometer,541.0,"R$ 19.016,10",42.0,50.0,46.0,35.0,,morumbi
447191,2022,"-2.358.076.973.555.220,00","-46.707.198.208.530.800,00",5,kilometer,175.0,"R$ 18.995,06",,6.0,8.0,10.0,,morumbi
