id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,CEP,Bairro,Cidade,UF,Logradouro,renda_sm,cluster
445693,2022,-23.6614141252471,-46.7407215153595,5,kilometer,568.0,1650.47,49.0,48.0,48.0,56.0,201,05844-000,Jardim São Luís,São Paulo,São Paulo,Projetada 3,1.1959927536231885,1
445700,2022,-23.6625256795556,-46.726872217697,5,kilometer,434.0,1861.21,31.0,33.0,30.0,41.0,135,05818-270,Jardim São Luís,São Paulo,São Paulo,Avenida Guido Caloi,1.3487028985507246,2
445701,2022,-23.6623217711172,-46.7278336459644,5,kilometer,566.0,1803.83,42.0,53.0,49.0,42.0,186,05818-270,Jardim São Luís,São Paulo,São Paulo,Viela Acédio,1.307123188405797,1
445702,2022,-23.6628455239026,-46.728166751263295,5,kilometer,542.0,1961.99,37.0,36.0,43.0,40.0,156,05818-270,Jardim São Luís,São Paulo,São Paulo,Calçada Partilhada Avenida Luis Gushiken,1.4217318840579711,1
445703,2022,-23.6628405512782,-46.7277441693475,5,kilometer,482.0,2167.26,32.0,39.0,34.0,29.0,134,05818-270,Jardim São Luís,São Paulo,São Paulo,Calçada Partilhada Avenida Luis Gushiken,1.5704782608695653,2
445704,2022,-23.6628980594542,-46.7270893479524,5,kilometer,512.0,1853.84,37.0,34.0,43.0,34.0,148,05818-270,Jardim São Luís,São Paulo,São Paulo,Calçada Partilhada Avenida Luis Gushiken,1.3433623188405797,2
445705,2022,-23.6560583414172,-46.7293895636884,5,kilometer,168.0,1494.49,8.0,10.0,11.0,24.0,53,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua 1,1.082963768115942,2
445706,2022,-23.6556204160647,-46.728456316721,5,kilometer,349.0,1577.77,27.0,30.0,36.0,35.0,128,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua da Mina,1.1433115942028986,2
445712,2022,-23.6561634494521,-46.7511013976022,5,kilometer,291.0,1505.9,18.0,26.0,22.0,22.0,88,05847-000,Jardim São Luís,São Paulo,São Paulo,Rua Canuto Luiz do Nascimento,1.0912318840579711,2
445713,2022,-23.6562201079354,-46.7504140242757,5,kilometer,369.0,1874.9,30.0,27.0,21.0,28.0,106,05847-000,Jardim São Luís,São Paulo,São Paulo,Rua Yoshimara Minamoto,1.358623188405797,2
445714,2022,-23.6571377021151,-46.7500618245529,5,kilometer,559.0,1583.17,31.0,41.0,40.0,52.0,164,05847-000,Jardim São Luís,São Paulo,São Paulo,Rua Yoshimara Minamoto,1.1472246376811595,1
445715,2022,-23.6582110681989,-46.7481601191234,5,kilometer,824.0,1623.08,63.0,73.0,67.0,61.0,264,05822-010,Jardim São Luís,São Paulo,São Paulo,Travessa Santa Rosa,1.176144927536232,1
445716,2022,-23.658647000345,-46.74840764392351,5,kilometer,716.0,1678.1,55.0,73.0,57.0,66.0,251,05822-010,Jardim São Luís,São Paulo,São Paulo,Travessa Santa Rosa,1.2160144927536232,1
445717,2022,-23.6589854214744,-46.7473578853098,5,kilometer,601.0,1648.63,37.0,42.0,48.0,56.0,183,05822-010,Jardim São Luís,São Paulo,São Paulo,Avenida Fim de Semana,1.194659420289855,1
445718,2022,-23.6594293811311,-46.7480724693182,5,kilometer,734.0,1451.91,55.0,68.0,60.0,55.0,238,05822-010,Jardim São Luís,São Paulo,São Paulo,Travessa Ouro Fino,1.052108695652174,1
445719,2022,-23.659941603931,-46.7473625241904,5,kilometer,344.0,1710.32,14.0,19.0,20.0,27.0,80,05822-010,Jardim São Luís,São Paulo,São Paulo,Travessa Bananal,1.2393623188405796,2
445720,2022,-23.662384729565,-46.7328609354826,5,kilometer,360.0,2392.07,19.0,20.0,23.0,33.0,95,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua Margarida Fátima Braz Gonçalves,1.7333840579710147,2
445721,2022,-23.6636607495767,-46.7323212608698,5,kilometer,429.0,1601.53,23.0,37.0,30.0,42.0,132,05818-270,Jardim São Luís,São Paulo,São Paulo,Rua João Manuel da Silva,1.1605289855072463,2
445722,2022,-23.6634841586463,-46.7330158307367,5,kilometer,402.0,1959.69,17.0,22.0,20.0,29.0,88,05819-080,Jardim São Luís,São Paulo,São Paulo,Rua João Manuel da Silva,1.4200652173913044,2
445723,2022,-23.6600962117093,-46.7393155955346,5,kilometer,557.0,3436.66,31.0,31.0,38.0,45.0,145,05820-200,Jardim São Luís,São Paulo,São Paulo,Rua Poço da Pedra,2.490333333333333,1
445724,2022,-23.6607407346697,-46.7369601385809,5,kilometer,421.0,2522.08,18.0,25.0,27.0,31.0,101,05820-200,Jardim São Luís,São Paulo,São Paulo,Passagem Antônio Rodrigues,1.8275942028985506,2
445725,2022,-23.6594420056185,-46.7288840944449,5,kilometer,600.0,1498.49,45.0,55.0,38.0,49.0,187,05814-190,Jardim São Luís,São Paulo,São Paulo,Travessa do Carteiro,1.0858623188405798,1
445729,2022,-23.660612987057,-46.7341339144256,5,kilometer,704.0,2478.18,49.0,33.0,36.0,47.0,165,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua Zéfiro,1.795782608695652,1
445730,2022,-23.6613569104319,-46.7350119077392,5,kilometer,268.0,2302.06,11.0,23.0,20.0,12.0,66,05820-200,Jardim São Luís,São Paulo,São Paulo,Rua Jacob Maurício Ruchti,1.668159420289855,2
445735,2022,-23.6539052845188,-46.7522026648706,5,kilometer,86.0,1633.4,5.0,5.0,4.0,8.0,22,05850-230,Jardim São Luís,São Paulo,São Paulo,Rua Yoshimara Minamoto,1.1836231884057973,2
445740,2022,-23.6622461196483,-46.7318679888494,5,kilometer,299.0,1623.96,16.0,22.0,24.0,26.0,88,05818-270,Jardim São Luís,São Paulo,São Paulo,Rua Macedônio Fernandes,1.176782608695652,2
445741,2022,-23.6457709634137,-46.7340361480746,5,kilometer,619.0,3256.26,28.0,31.0,31.0,22.0,112,05801-060,Jardim São Luís,São Paulo,São Paulo,Rua Mahamed Aguil,2.3596086956521742,1
445745,2022,-23.6608603657359,-46.7292552742286,5,kilometer,485.0,1660.22,37.0,45.0,26.0,43.0,151,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua Acédio José Fontenete,1.2030579710144929,2
445746,2022,-23.6605329236919,-46.7287694228648,5,kilometer,225.0,1652.76,11.0,19.0,23.0,14.0,67,05814-190,Jardim São Luís,São Paulo,São Paulo,Travessa do Carteiro,1.1976521739130435,2
445747,2022,-23.657386312974,-46.7489062574589,5,kilometer,283.0,1847.19,16.0,22.0,30.0,22.0,90,05847-000,Jardim São Luís,São Paulo,São Paulo,,1.3385434782608696,2
445748,2022,-23.6576909007397,-46.748407113993295,5,kilometer,282.0,1554.47,26.0,24.0,14.0,29.0,93,05847-000,Jardim São Luís,São Paulo,São Paulo,Rua Yoshimara Minamoto,1.126427536231884,2
445752,2022,-23.6563376864724,-46.7281390087705,5,kilometer,367.0,1622.81,33.0,35.0,29.0,24.0,121,05814-190,Jardim São Luís,São Paulo,São Paulo,Travessa do Carteiro,1.1759492753623189,2
445757,2022,-23.6583827728523,-46.730043954199296,5,kilometer,418.0,1636.62,22.0,28.0,35.0,37.0,122,05814-190,Jardim São Luís,São Paulo,São Paulo,Viela do Campo,1.1859565217391304,2
445761,2022,-23.6615834893181,-46.7326854566251,5,kilometer,291.0,1722.19,21.0,19.0,21.0,17.0,78,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua Salgueiro do Campo,1.2479637681159421,2
445762,2022,-23.6612877115543,-46.7318653911115,5,kilometer,465.0,1381.93,29.0,29.0,48.0,38.0,144,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua Salgueiro do Campo,1.0013985507246377,2
445766,2022,-23.6575167212558,-46.7479463445434,5,kilometer,93.0,1670.95,9.0,6.0,7.0,6.0,28,05847-000,Jardim São Luís,São Paulo,São Paulo,Rua Yoshimara Minamoto,1.2108333333333334,2
445767,2022,-23.6568426973145,-46.7479553259143,5,kilometer,739.0,1990.88,54.0,46.0,53.0,53.0,206,05847-000,Jardim São Luís,São Paulo,São Paulo,,1.4426666666666668,1
445770,2022,-23.6619299030087,-46.7394772089359,5,kilometer,37.0,1707.4,54.0,44.0,50.0,67.0,215,05844-000,Jardim São Luís,São Paulo,São Paulo,Rua Nova do Tuparoquera,1.2372463768115942,2
445771,2022,-23.6604072340006,-46.7381065366982,5,kilometer,,,,,,,0,05820-200,Jardim São Luís,São Paulo,São Paulo,Rua Pietro Casella,,
445772,2022,-23.6567263093537,-46.7275753840365,5,kilometer,217.0,1638.64,28.0,17.0,14.0,19.0,78,05814-190,Jardim São Luís,São Paulo,São Paulo,Travessa do Carteiro,1.1874202898550725,2
445778,2022,-23.6626501280013,-46.7358507188425,5,kilometer,193.0,1754.58,15.0,15.0,17.0,8.0,55,05819-080,Jardim São Luís,São Paulo,São Paulo,Rua Joaquim Constantino,1.2714347826086956,2
445779,2022,-23.6629517816798,-46.7336865865716,5,kilometer,382.0,1338.94,16.0,15.0,26.0,40.0,97,05819-080,Jardim São Luís,São Paulo,São Paulo,Rua Doutor Benedito Arruda Vianna,0.9702463768115942,2
445780,2022,-23.656173987173,-46.7305194177224,5,kilometer,212.0,2087.54,8.0,10.0,10.0,12.0,40,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua José Joaquim Esteves,1.5127101449275362,2
445781,2022,-23.6554622341131,-46.7304487709051,5,kilometer,230.0,1707.62,10.0,15.0,15.0,22.0,62,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua Maria José de Carvalho,1.2374057971014492,2
445782,2022,-23.6571270245554,-46.7300526306241,5,kilometer,193.0,3126.19,16.0,11.0,7.0,12.0,46,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua José Joaquim Esteves,2.2653550724637683,2
445783,2022,-23.6585403052936,-46.7289414176757,5,kilometer,569.0,1729.02,36.0,42.0,56.0,43.0,177,05814-190,Jardim São Luís,São Paulo,São Paulo,Travessa do Carteiro,1.252913043478261,1
445786,2022,-23.6536303841908,-46.7301489956709,5,kilometer,35.0,2448.0,,,3.0,4.0,7,05805-000,Jardim São Luís,São Paulo,São Paulo,Rua José Lopes Dias,1.7739130434782608,2
445787,2022,-23.6566197066156,-46.7294244869291,5,kilometer,181.0,1728.95,13.0,19.0,15.0,16.0,63,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua José Joaquim Esteves,1.2528623188405796,2
445795,2022,-23.6632500546237,-46.7318125203248,5,kilometer,427.0,1613.86,38.0,34.0,21.0,31.0,124,05818-270,Jardim São Luís,São Paulo,São Paulo,Rua Macedônio Fernandes,1.1694637681159419,2
445796,2022,-23.6624633897512,-46.7323704390764,5,kilometer,291.0,1876.57,20.0,19.0,27.0,26.0,92,05818-270,Jardim São Luís,São Paulo,São Paulo,Rua Faustino Allende,1.3598333333333332,2
445797,2022,-23.6619832873091,-46.7334992517945,5,kilometer,120.0,2110.18,7.0,7.0,7.0,,21,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua Margarida Fátima Braz Gonçalves,1.5291159420289855,2
445798,2022,-23.6619456494947,-46.7337034714958,5,kilometer,111.0,1807.14,3.0,4.0,5.0,4.0,16,05819-080,Jardim São Luís,São Paulo,São Paulo,Rua José Marida Sá Couto,1.3095217391304348,2
445799,2022,-23.6643611918073,-46.733597079794,5,kilometer,753.0,2105.11,51.0,39.0,50.0,50.0,190,05819-080,Jardim São Luís,São Paulo,São Paulo,Rua Joaquim Constantino,1.5254420289855073,1
445800,2022,-23.6640543403334,-46.7330187227741,5,kilometer,72.0,1795.26,3.0,6.0,,4.0,13,05819-080,Jardim São Luís,São Paulo,São Paulo,Rua Joaquim Constantino,1.3009130434782608,2
445801,2022,-23.6648175434551,-46.7384024414308,5,kilometer,282.0,2090.3,23.0,13.0,14.0,32.0,82,05819-080,Jardim São Luís,São Paulo,São Paulo,Rua João Saraiva,1.5147101449275364,2
445802,2022,-23.6643457192832,-46.7388484886378,5,kilometer,116.0,1515.49,3.0,8.0,10.0,15.0,36,05819-080,Jardim São Luís,São Paulo,São Paulo,Rua Rômulo Liverani,1.09818115942029,2
445804,2022,-23.6512283413304,-46.7310914139514,5,kilometer,402.0,3037.48,20.0,18.0,20.0,20.0,78,05804-900,Jardim São Luís,São Paulo,São Paulo,Rua Guimarães Tavares,2.201072463768116,2
445829,2022,-23.6611103696414,-46.7255946456072,5,kilometer,,,,,,,0,05818-270,Jardim São Luís,São Paulo,São Paulo,,,
445830,2022,-23.6632568684085,-46.7307570933388,5,kilometer,42.0,2517.64,,3.0,6.0,90.0,99,05818-270,Jardim São Luís,São Paulo,São Paulo,Rua Macedônio Fernandes,1.8243768115942027,2
445831,2022,-23.668249762622,-46.735629970535,5,kilometer,102.0,4597.33,6.0,3.0,,6.0,15,05819-080,Jardim São Luís,São Paulo,São Paulo,Calçada Partilhada Avenida Luis Gushiken,3.3313985507246375,2
445834,2022,-23.6576989242608,-46.7310366974577,5,kilometer,430.0,2110.03,39.0,22.0,22.0,30.0,113,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua José Joaquim Esteves,1.5290072463768118,2
445835,2022,-23.6489382620383,-46.7478356824072,5,kilometer,278.0,3319.45,9.0,18.0,8.0,8.0,43,05846-410,Jardim São Luís,São Paulo,São Paulo,Rua Jacamar,2.4053985507246374,2
445836,2022,-23.6632608155369,-46.7432517824319,5,kilometer,28.0,2489.5,,,,6.0,6,05822-010,Jardim São Luís,São Paulo,São Paulo,Rua Antônio de Sena,1.8039855072463769,2
445837,2022,-23.6441573876494,-46.7368128678768,5,kilometer,601.0,6117.52,18.0,26.0,27.0,45.0,116,05836-350,Jardim São Luís,São Paulo,São Paulo,Rua Gonçalo Pinto,4.432985507246377,1
445838,2022,-23.6629881650635,-46.7351886808501,5,kilometer,602.0,1990.7,24.0,38.0,39.0,49.0,150,05819-080,Jardim São Luís,São Paulo,São Paulo,Rua Joaquim Constantino,1.442536231884058,1
445839,2022,-23.6589854881924,-46.7282689917732,5,kilometer,35.0,2166.67,3.0,3.0,,,6,05814-190,Jardim São Luís,São Paulo,São Paulo,Travessa do Carteiro,1.5700507246376811,2
445840,2022,-23.6622292834773,-46.7353632190317,5,kilometer,619.0,2160.78,26.0,31.0,46.0,53.0,156,05819-080,Jardim São Luís,São Paulo,São Paulo,Rua João Manuel da Silva,1.5657826086956523,1
445841,2022,-23.661941900104,-46.7344359892166,5,kilometer,63.0,3732.15,,,4.0,3.0,7,05820-200,Jardim São Luís,São Paulo,São Paulo,Rua Jacob Maurício Ruchti,2.7044565217391305,2
445842,2022,-23.6571043917193,-46.7286756770384,5,kilometer,379.0,1430.7,26.0,37.0,23.0,37.0,123,05814-190,Jardim São Luís,São Paulo,São Paulo,Travessa do Carteiro,1.0367391304347826,2
445843,2022,-23.6572206901247,-46.7293467694071,5,kilometer,199.0,2288.43,15.0,18.0,9.0,14.0,56,05814-190,Jardim São Luís,São Paulo,São Paulo,Rua José Joaquim Esteves,1.6582826086956521,2
445847,2022,-23.6552177500664,-46.7276528685156,5,kilometer,906.0,1651.87,79.0,76.0,66.0,87.0,308,05814-190,Jardim São Luís,São Paulo,São Paulo,Travessa do Carteiro,1.1970072463768116,1
447171,2022,-23.5925539242988,-46.7131257708509,5,kilometer,264.0,18605.23,5.0,18.0,12.0,16.0,51,05615-900,Cidade Jardim,São Paulo,São Paulo,Rua Doutor Antônio Batista Pereira,13.48205072463768,0
447172,2022,-23.5901904430389,-46.7073854524962,5,kilometer,250.0,22974.36,4.0,3.0,6.0,10.0,23,05615-050,Cidade Jardim,São Paulo,São Paulo,Rua Caixanas,16.64808695652174,3
447173,2022,-23.5964253450963,-46.7115089989975,5,kilometer,287.0,19470.3,6.0,15.0,15.0,12.0,48,05651-001,Cidade Jardim,São Paulo,São Paulo,Rua Barão de Pirapama,14.10891304347826,0
447177,2022,-23.5930176949565,-46.6987450421095,5,kilometer,198.0,21515.09,7.0,9.0,11.0,11.0,38,05670-000,Cidade Jardim,São Paulo,São Paulo,Rua das Avencas,15.590644927536232,3
447178,2022,-23.6051771301316,-46.7042931374265,5,kilometer,549.0,18292.34,15.0,29.0,28.0,21.0,93,05684-000,Morumbi,São Paulo,São Paulo,Rua São Paulo Antigo,13.25531884057971,0
447179,2022,-23.606430863851,-46.7066550290032,5,kilometer,258.0,14413.84,12.0,11.0,19.0,22.0,64,05684-000,Morumbi,São Paulo,São Paulo,Rua Barão de Santa Eulália,10.444811594202898,0
447180,2022,-23.6073260884694,-46.7102083481881,5,kilometer,366.0,18308.17,13.0,9.0,24.0,28.0,74,05688-021,Morumbi,São Paulo,São Paulo,Rua Calim Eid,13.266789855072462,0
447181,2022,-23.6049773197206,-46.7155666855138,5,kilometer,490.0,15586.94,22.0,20.0,21.0,27.0,90,05650-905,Morumbi,São Paulo,São Paulo,Rua Luís Galhanone,11.294884057971014,0
447182,2022,-23.5945545594844,-46.7186842381256,5,kilometer,251.0,13156.93,4.0,13.0,6.0,20.0,43,05617-120,Vila Sônia,São Paulo,São Paulo,Avenida Jorge João Saad,9.534007246376811,0
447194,2022,-23.6063671911893,-46.7043050663161,5,kilometer,162.0,19420.41,0.0,6.0,8.0,12.0,26,05684-000,Morumbi,São Paulo,São Paulo,Avenida Barão de Campos Gerais,14.072760869565217,0
447195,2022,-23.6088567241314,-46.7021984167718,5,kilometer,336.0,2068.1,18.0,17.0,37.0,24.0,96,05684-080,Morumbi,São Paulo,São Paulo,Rua Paulo Bourroul,1.498623188405797,2
447196,2022,-23.6100028391163,-46.7026218559359,5,kilometer,630.0,2170.63,45.0,42.0,32.0,43.0,162,05684-080,Morumbi,São Paulo,São Paulo,Rua Paulo Bourroul,1.5729202898550725,1
447197,2022,-23.6094809611177,-46.7031753577754,5,kilometer,751.0,1981.12,40.0,56.0,47.0,75.0,218,05684-080,Morumbi,São Paulo,São Paulo,Rua Conde de Itaguaí,1.4355942028985507,1
447198,2022,-23.6084080030922,-46.7050620843779,5,kilometer,493.0,10132.05,11.0,28.0,30.0,18.0,87,05685-010,Morumbi,São Paulo,São Paulo,Rua Mattia Filizzola,7.342065217391304,0
447199,2022,-23.6079527487176,-46.7074459990822,5,kilometer,372.0,17318.59,13.0,18.0,14.0,19.0,64,05685-010,Morumbi,São Paulo,São Paulo,Avenida Barão de Melgaco,12.549702898550725,0
447200,2022,-23.6108163985383,-46.7067022046353,5,kilometer,566.0,19172.98,9.0,21.0,27.0,27.0,84,05684-080,Morumbi,São Paulo,São Paulo,Avenida Barão de Monte Mor,13.893463768115941,0
447201,2022,-23.6124859223102,-46.7087311718121,5,kilometer,225.0,22290.0,6.0,14.0,9.0,13.0,42,05688-021,Morumbi,São Paulo,São Paulo,Rua Joaquim Cândido de Azevedo Marques,16.152173913043477,3
447202,2022,-23.6061995637848,-46.7210887381145,5,kilometer,45.0,8745.88,,,0.0,3.0,3,05658-070,Morumbi,São Paulo,São Paulo,Rua Antonieta Ferraz Diniz,6.337594202898551,2
447203,2022,-23.6018087905526,-46.721037999738,5,kilometer,351.0,16475.01,9.0,20.0,17.0,16.0,62,05653-070,Morumbi,São Paulo,São Paulo,Rua Doutor Erasmo Teixeira de Assunção,11.93841304347826,0
447209,2022,-23.6107778885327,-46.7046069627903,5,kilometer,523.0,19810.64,9.0,12.0,20.0,20.0,61,05684-080,Morumbi,São Paulo,São Paulo,Rua Américo Alves Pereira Filho,14.355536231884058,0
447210,2022,-23.6128026689918,-46.7042589950037,5,kilometer,194.0,8357.93,6.0,9.0,5.0,5.0,25,05690-040,Morumbi,São Paulo,São Paulo,Rua Ministro Nélson Hungria,6.056471014492754,2
447211,2022,-23.6126691799992,-46.7057261648897,5,kilometer,322.0,18899.22,10.0,19.0,16.0,17.0,62,05688-021,Morumbi,São Paulo,São Paulo,Rua Dom Paulo Pedrosa,13.69508695652174,0
447212,2022,-23.6141016522532,-46.7066133407804,5,kilometer,480.0,14296.04,14.0,15.0,22.0,19.0,70,05650-001,Morumbi,São Paulo,São Paulo,Rua José de Cristo Moreira,10.35944927536232,0
447213,2022,-23.6158014717043,-46.7091787572369,5,kilometer,350.0,15203.65,23.0,16.0,15.0,19.0,73,05650-001,Morumbi,São Paulo,São Paulo,Rua Vicente Góias E. Aranha,11.01713768115942,0
447214,2022,-23.5988633412032,-46.6995218798373,5,kilometer,199.0,16293.84,5.0,14.0,20.0,14.0,53,05676-120,Cidade Jardim,São Paulo,São Paulo,Rua Armando Petrella,11.807130434782609,0
447215,2022,-23.603391511711,-46.6991785017948,5,kilometer,1295.0,1562.58,112.0,152.0,130.0,115.0,509,05676-120,Morumbi,São Paulo,São Paulo,Rua Armando Petrella,1.1323043478260868,1
447216,2022,-23.6061775454882,-46.7050592898861,5,kilometer,396.0,19817.4,10.0,12.0,28.0,18.0,68,05684-000,Morumbi,São Paulo,São Paulo,Avenida Barão de Campos Gerais,14.360434782608698,0
447217,2022,-23.6096951092362,-46.717345567256494,5,kilometer,132.0,11789.36,,11.0,9.0,5.0,25,05690-080,Morumbi,São Paulo,São Paulo,Rua Professor Luciano Gualberto,8.543014492753624,0
447218,2022,-23.6090956827433,-46.7014206287084,5,kilometer,315.0,1827.43,15.0,21.0,25.0,19.0,80,05684-080,Morumbi,São Paulo,São Paulo,Rua Paulo Bourroul,1.3242246376811595,2
447219,2022,-23.6082044462823,-46.7006278798499,5,kilometer,566.0,1642.72,32.0,48.0,36.0,41.0,157,05684-080,Morumbi,São Paulo,São Paulo,Rua Paulo Bourroul,1.1903768115942028,1
447220,2022,-23.6098860196994,-46.7053877632972,5,kilometer,528.0,14943.89,15.0,17.0,21.0,11.0,64,05684-080,Morumbi,São Paulo,São Paulo,Avenida Barão de Melgaco,10.828905797101449,0
447221,2022,-23.6122475404393,-46.7116412339478,5,kilometer,219.0,21499.24,4.0,15.0,18.0,6.0,43,05690-080,Morumbi,São Paulo,São Paulo,Rua Bandeirante Sampaio Soares,15.579159420289857,3
447222,2022,-23.5941266488141,-46.7105520198285,5,kilometer,268.0,24957.45,10.0,14.0,17.0,10.0,51,05651-001,Cidade Jardim,São Paulo,São Paulo,Rua Radiantes,18.085108695652174,3
447223,2022,-23.5959870207729,-46.709780612770096,5,kilometer,128.0,16232.22,4.0,3.0,4.0,10.0,21,05651-001,Cidade Jardim,São Paulo,São Paulo,Rua Carlos Cyrillo Júnior,11.762478260869564,0
447224,2022,-23.6066127775376,-46.7148628244947,5,kilometer,233.0,15865.62,4.0,5.0,14.0,17.0,40,05650-905,Morumbi,São Paulo,São Paulo,Rua Grumete Sandoval Santos,11.496826086956522,0
447225,2022,-23.6077923573489,-46.7160186284704,5,kilometer,198.0,19877.17,4.0,8.0,4.0,7.0,23,05688-021,Morumbi,São Paulo,São Paulo,Rua General Euclides Figueiredo,14.403746376811593,0
447226,2022,-23.5999678114976,-46.7144734095852,5,kilometer,264.0,15356.1,6.0,8.0,8.0,20.0,42,05653-070,Morumbi,São Paulo,São Paulo,Rua Monsenhor Henrique Magalhães,11.127608695652174,0
447227,2022,-23.6044300621227,-46.7236595444787,5,kilometer,353.0,20538.73,10.0,17.0,17.0,20.0,64,05658-070,Morumbi,São Paulo,São Paulo,Rua Doutor Cristiano de Sousa,14.88313768115942,0
447228,2022,-23.6067593037382,-46.7243716156631,5,kilometer,457.0,7800.14,11.0,19.0,23.0,20.0,73,05658-070,Morumbi,São Paulo,São Paulo,,5.652275362318841,2
447229,2022,-23.6087552074472,-46.7248797135484,5,kilometer,441.0,4610.61,18.0,19.0,30.0,21.0,88,05658-070,Morumbi,São Paulo,São Paulo,Rua Antônio Júlio dos Santos,3.3410217391304347,2
447230,2022,-23.6095632008339,-46.7243598834436,5,kilometer,478.0,6465.4,21.0,17.0,19.0,18.0,75,05659-020,Morumbi,São Paulo,São Paulo,Rua José Dias da Costa,4.685072463768115,2
447231,2022,-23.6102659848013,-46.7253204684157,5,kilometer,392.0,3984.64,15.0,17.0,24.0,24.0,80,05659-020,Morumbi,São Paulo,São Paulo,Rua Pasquale Gallupi,2.8874202898550725,2
447232,2022,-23.6112313077548,-46.7258606472965,5,kilometer,358.0,3272.78,16.0,24.0,17.0,29.0,86,05659-020,Morumbi,São Paulo,São Paulo,Rua Pasquale Gallupi,2.371579710144928,2
447233,2022,-23.6111373079889,-46.7242528861729,5,kilometer,228.0,4817.39,9.0,16.0,16.0,14.0,55,05659-020,Morumbi,São Paulo,São Paulo,Rua Leandro Teixeira,3.49086231884058,2
447234,2022,-23.610621162344,-46.723356862481694,5,kilometer,507.0,1990.61,38.0,43.0,37.0,55.0,173,05659-020,Morumbi,São Paulo,São Paulo,Rua Decima Segunda,1.4424710144927535,2
447235,2022,-23.6091874980408,-46.7212640612336,5,kilometer,222.0,10458.46,8.0,9.0,11.0,17.0,45,05659-020,Morumbi,São Paulo,São Paulo,Rua Josefina Álvares de Azevedo,7.57859420289855,2
447236,2022,-23.6108986007902,-46.7211911107574,5,kilometer,182.0,8044.7,5.0,5.0,,9.0,19,05659-020,Morumbi,São Paulo,São Paulo,Rua Senador Otávio Mangabeira,5.829492753623188,2
447237,2022,-23.6087785608791,-46.722780448223,5,kilometer,142.0,7729.68,7.0,7.0,7.0,9.0,30,05658-070,Morumbi,São Paulo,São Paulo,Rua Antônio Júlio dos Santos,5.601217391304348,2
447238,2022,-23.6094531227425,-46.7230787044268,5,kilometer,165.0,6965.4,12.0,7.0,13.0,8.0,40,05658-070,Morumbi,São Paulo,São Paulo,Rua Antonieta Ferraz Diniz,5.047391304347826,2
447240,2022,-23.5925629268508,-46.7184917930336,5,kilometer,193.0,16508.44,8.0,8.0,10.0,6.0,32,05617-140,Morumbi,São Paulo,São Paulo,Travessa Sinésio José dos Santos,11.96263768115942,0
447241,2022,-23.5926509910765,-46.7162269797581,5,kilometer,570.0,17210.36,17.0,22.0,29.0,33.0,101,05615-001,Morumbi,São Paulo,São Paulo,Rua José Ferreira Guimarães,12.47127536231884,0
447242,2022,-23.6116233523038,-46.714635859808496,5,kilometer,133.0,15994.88,3.0,4.0,5.0,9.0,21,05690-080,Morumbi,São Paulo,São Paulo,Rua Brigadeiro Armando Trompowsky,11.590492753623188,0
447243,2022,-23.6088957004101,-46.7078367233598,5,kilometer,482.0,17157.55,4.0,55.0,17.0,8.0,84,05685-010,Morumbi,São Paulo,São Paulo,Avenida Barão de Melgaco,12.43300724637681,0
447244,2022,-23.6105935679975,-46.7100072627835,5,kilometer,265.0,20049.03,3.0,8.0,7.0,14.0,32,05650-001,Morumbi,São Paulo,São Paulo,Rua Joaquim Cândido de Azevedo Marques,14.528282608695651,0
447245,2022,-23.6161663234425,-46.7027115380245,5,kilometer,171.0,6458.61,5.0,6.0,7.0,8.0,26,05690-040,Morumbi,São Paulo,São Paulo,Rua Professor Santiago Dantas,4.680152173913044,2
447246,2022,-23.6059248353401,-46.7072672187953,5,kilometer,269.0,26464.02,3.0,9.0,14.0,17.0,43,05684-000,Morumbi,São Paulo,São Paulo,Rua Barão de Santa Eulália,19.17682608695652,3
447247,2022,-23.6065935740077,-46.7066594808199,5,kilometer,193.0,27781.05,3.0,3.0,4.0,17.0,27,05684-000,Morumbi,São Paulo,São Paulo,Rua Barão de Santa Eulália,20.13119565217391,3
447248,2022,-23.6063362458759,-46.703290379476,5,kilometer,417.0,16978.37,16.0,17.0,34.0,33.0,100,05684-000,Morumbi,São Paulo,São Paulo,Rua César Vallejo,12.303166666666666,0
447249,2022,-23.6072467091552,-46.7019732158206,5,kilometer,814.0,2927.66,52.0,73.0,86.0,84.0,295,05684-000,Morumbi,São Paulo,São Paulo,Rua Conde de Itaguaí,2.1214927536231882,1
