id,ano,latitude_centro,longitude_centro,radius,distance_unit,populacao_total,renda_media,v01031_0_4anos,v01032_5_9anos,v01033_10_14anos,v01034_15_19anos,Total,CEP
455401,2022,-23.6257996379984,-46.720642908339904,5,kilometer,293.0,"23700,98",26.0,30.0,23.0,17.0,96,05705-170
455402,2022,-23.6261683544485,-46.72111834780431,5,kilometer,105.0,"10320,32",,6.0,4.0,,10,05705-170
455403,2022,-23.6271658934638,-46.7221027205178,5,kilometer,340.0,"18374,37",7.0,11.0,15.0,12.0,45,05705-170
455404,2022,-23.6199183176693,-46.71857915934,5,kilometer,238.0,"17841,71",12.0,19.0,13.0,15.0,59,05657-140
455405,2022,-23.6227127324813,-46.7174081077694,5,kilometer,250.0,"11157,1",9.0,11.0,21.0,12.0,53,05693-000
455406,2022,-23.6226269312149,-46.7193661647049,5,kilometer,486.0,"17272,58",21.0,19.0,36.0,25.0,101,05705-170
455407,2022,-23.6249405429286,-46.7259645100425,5,kilometer,299.0,"12982,39",16.0,18.0,12.0,12.0,58,05712-040
455408,2022,-23.630862265782,-46.7254914451046,5,kilometer,190.0,"18370,36",6.0,11.0,20.0,11.0,48,05707-000
455409,2022,-23.6291831316125,-46.7198059900478,5,kilometer,197.0,"22717,19",12.0,12.0,14.0,16.0,54,05693-000
455410,2022,-23.6278617475644,-46.7186521947362,5,kilometer,319.0,"23164,63",13.0,15.0,11.0,21.0,60,05693-000
455411,2022,-23.6294878506369,-46.719042284042,5,kilometer,357.0,"32097,56",19.0,11.0,31.0,22.0,83,05707-400
455412,2022,-23.6356593448811,-46.7299926793596,5,kilometer,289.0,"34125,23",14.0,19.0,28.0,23.0,84,05717-270
455413,2022,-23.6356953810497,-46.7291276846749,5,kilometer,285.0,"31688,39",11.0,20.0,27.0,23.0,81,05717-270
455414,2022,-23.6362982225054,-46.7289427519023,5,kilometer,322.0,"29951,6",7.0,19.0,30.0,37.0,93,05717-270
455415,2022,-23.6358132126261,-46.7308456635123,5,kilometer,325.0,"32260,1",14.0,30.0,39.0,25.0,108,05707-001
455416,2022,-23.6364453635479,-46.7314115447893,5,kilometer,279.0,"34796,51",,9.0,25.0,29.0,63,05707-001
455417,2022,-23.6373778781735,-46.7315247611502,5,kilometer,299.0,31162,6.0,16.0,25.0,41.0,88,05717-270
455418,2022,-23.6379658713797,-46.7309309157845,5,kilometer,152.0,"29725,76",,10.0,11.0,23.0,44,05707-001
455419,2022,-23.638331489443,-46.7301102881199,5,kilometer,277.0,"27507,4",10.0,32.0,24.0,17.0,83,05707-001
455420,2022,-23.6383632983486,-46.729196120124,5,kilometer,270.0,"23830,74",9.0,13.0,25.0,12.0,59,05707-001
455421,2022,-23.6373333917184,-46.7292565926827,5,kilometer,272.0,"19696,98",13.0,19.0,17.0,12.0,61,05707-001
455422,2022,-23.6339198006928,-46.7299912893026,5,kilometer,178.0,"16595,84",12.0,11.0,9.0,5.0,37,05717-270
455423,2022,-23.627664977983,-46.72856394886831,5,kilometer,313.0,"13537,21",7.0,8.0,14.0,18.0,47,05715-010
455424,2022,-23.6259346766437,-46.7301917795664,5,kilometer,391.0,"18726,04",18.0,21.0,19.0,25.0,83,05715-010
455425,2022,-23.6254272513741,-46.7278532084922,5,kilometer,539.0,"7480,62",50.0,37.0,29.0,31.0,147,05712-040
455426,2022,-23.6219848647824,-46.7314346193536,5,kilometer,162.0,"10286,97",6.0,6.0,7.0,4.0,23,05712-070
455427,2022,-23.6242332934375,-46.7330886509069,5,kilometer,321.0,"11433,79",14.0,8.0,8.0,8.0,38,05725-050
455428,2022,-23.6252483985252,-46.729209262689,5,kilometer,294.0,"17948,67",17.0,21.0,18.0,11.0,67,05712-040
455429,2022,-23.6248231679775,-46.7317662967372,5,kilometer,201.0,"73198,95",6.0,8.0,12.0,12.0,38,05712-070
455430,2022,-23.619991043623,-46.728359396826,5,kilometer,1295.0,"1417,69",98.0,140.0,133.0,116.0,487,05661-050
455431,2022,-23.6184227502385,-46.731181031173904,5,kilometer,785.0,"1895,66",83.0,61.0,61.0,57.0,262,05665-010
455432,2022,-23.6144839318154,-46.7307633031788,5,kilometer,154.0,"11727,66",6.0,5.0,6.0,16.0,33,05663-020
455433,2022,-23.6123223226752,-46.7278125919548,5,kilometer,90.0,"6019,48",5.0,,3.0,9.0,17,05659-020
455434,2022,-23.6369290804513,-46.7374611223186,5,kilometer,541.0,"9301,51",27.0,26.0,14.0,21.0,88,05718-300
455435,2022,-23.6209572290901,-46.7258008137395,5,kilometer,800.0,"1483,98",76.0,68.0,82.0,74.0,300,05712-040
455436,2022,-23.6273280712167,-46.7278146101818,5,kilometer,224.0,"1458,71",28.0,30.0,23.0,14.0,95,05712-040
455437,2022,-23.6123132938212,-46.72709447334471,5,kilometer,1259.0,"1644,32",117.0,113.0,96.0,124.0,450,05659-020
455438,2022,-23.6380350745037,-46.7379765965459,5,kilometer,246.0,"1682,47",19.0,22.0,16.0,14.0,71,05718-300
455439,2022,-23.6213957388761,-46.7278195393295,5,kilometer,,,,,,,0,05712-040
455440,2022,-23.6139062229597,-46.73005113757,5,kilometer,171.0,"1927,88",8.0,8.0,16.0,12.0,44,05663-020
455441,2022,-23.6136720364868,-46.7295415389364,5,kilometer,287.0,"5896,46",16.0,13.0,16.0,8.0,53,05663-020
455442,2022,-23.6213908658444,-46.7268573324215,5,kilometer,404.0,"2231,65",18.0,33.0,34.0,47.0,132,05712-040
455443,2022,-23.6181595956081,-46.7458290518542,5,kilometer,695.0,"3380,61",41.0,39.0,44.0,42.0,166,05749-300
455444,2022,-23.6181445426477,-46.747243942628,5,kilometer,568.0,"2954,97",39.0,44.0,41.0,23.0,147,05750-000
455445,2022,-23.6212904328713,-46.7463389397957,5,kilometer,407.0,"3688,25",23.0,27.0,22.0,27.0,99,05749-300
455446,2022,-23.6195920222833,-46.7477079445891,5,kilometer,388.0,"2819,02",23.0,23.0,28.0,28.0,102,05749-300
455447,2022,-23.6284739858743,-46.7410619940957,5,kilometer,383.0,"13747,47",21.0,28.0,36.0,20.0,105,05727-160
455448,2022,-23.6293117742911,-46.74081821722,5,kilometer,241.0,"11844,56",7.0,13.0,8.0,14.0,42,05734-150
455449,2022,-23.6260250814183,-46.73274975681969,5,kilometer,466.0,"18525,36",24.0,24.0,23.0,28.0,99,05715-010
455450,2022,-23.6285095417329,-46.7317511110032,5,kilometer,353.0,"11290,63",13.0,17.0,18.0,14.0,62,05715-010
455451,2022,-23.6227850195865,-46.7293171267758,5,kilometer,509.0,"9516,45",27.0,34.0,25.0,25.0,111,05712-070
455452,2022,-23.6223286404237,-46.7301525042673,5,kilometer,312.0,"7767,16",27.0,11.0,20.0,13.0,71,05712-040
455453,2022,-23.6266877161267,-46.7342920598985,5,kilometer,450.0,"19676,8",18.0,18.0,36.0,13.0,85,05715-010
455454,2022,-23.6283843648231,-46.7342736072342,5,kilometer,560.0,"14389,26",6.0,19.0,10.0,17.0,52,05724-002
455455,2022,-23.6315476884213,-46.7333773856325,5,kilometer,579.0,"18843,26",16.0,20.0,37.0,39.0,112,05724-003
455456,2022,-23.63302637254,-46.7328762989617,5,kilometer,640.0,"18533,34",19.0,29.0,58.0,56.0,162,05724-003
455457,2022,-23.632943400546,-46.7344563953025,5,kilometer,321.0,"32376,41",11.0,18.0,30.0,36.0,95,05724-003
455458,2022,-23.6314292701093,-46.7340928364142,5,kilometer,344.0,"19341,99",18.0,16.0,41.0,27.0,102,05724-003
455459,2022,-23.6396992853123,-46.74296656040711,5,kilometer,426.0,"3576,25",13.0,14.0,19.0,20.0,66,05777-100
455460,2022,-23.6281851404447,-46.74339367183671,5,kilometer,612.0,"16945,65",44.0,65.0,59.0,25.0,193,05734-150
455461,2022,-23.6267357851288,-46.7431389177701,5,kilometer,531.0,"12562,25",37.0,25.0,19.0,12.0,93,05734-100
455462,2022,-23.6228711268647,-46.7395212288377,5,kilometer,538.0,"20218,61",46.0,50.0,41.0,22.0,159,05640-003
455463,2022,-23.6248821904826,-46.7405088687926,5,kilometer,630.0,"16775,44",49.0,43.0,40.0,29.0,161,05726-130
455464,2022,-23.6237856940264,-46.7393140529135,5,kilometer,152.0,"18058,93",5.0,6.0,5.0,13.0,29,05726-130
455465,2022,-23.6248916480945,-46.7396503471979,5,kilometer,498.0,"10270,45",20.0,29.0,21.0,15.0,85,05727-250
455466,2022,-23.6256761633508,-46.7397107113587,5,kilometer,625.0,"15901,01",63.0,64.0,36.0,28.0,191,05727-250
455467,2022,-23.6272428022139,-46.7297293338476,5,kilometer,271.0,"8711,97",12.0,13.0,3.0,8.0,36,05715-010
455468,2022,-23.6277232941092,-46.7292809242086,5,kilometer,478.0,"13528,92",13.0,10.0,10.0,8.0,41,05707-000
455469,2022,-23.6305809695388,-46.7326941542749,5,kilometer,396.0,"20121,52",22.0,29.0,18.0,22.0,91,05715-010
455470,2022,-23.6276353874481,-46.7333418216675,5,kilometer,164.0,"11973,68",6.0,4.0,10.0,8.0,28,05715-010
455471,2022,-23.6303339479874,-46.73125325586,5,kilometer,262.0,"12349,21",7.0,11.0,13.0,11.0,42,05715-010
455472,2022,-23.6315931534026,-46.729544825775,5,kilometer,491.0,"34358,72",24.0,59.0,63.0,33.0,179,05717-270
455473,2022,-23.6307853330525,-46.7318042523652,5,kilometer,284.0,"20914,69",7.0,16.0,18.0,13.0,54,05715-010
455474,2022,-23.628200374536,-46.73006873479991,5,kilometer,393.0,"15250,41",11.0,12.0,12.0,19.0,54,05715-010
455475,2022,-23.6288625820057,-46.729570225308,5,kilometer,356.0,"10683,49",13.0,16.0,4.0,6.0,39,05715-010
455476,2022,-23.6195960519686,-46.7324097093277,5,kilometer,347.0,"11054,95",12.0,10.0,16.0,16.0,54,05642-000
455477,2022,-23.6201628614552,-46.731556349346896,5,kilometer,730.0,"8612,12",46.0,57.0,44.0,40.0,187,05712-070
455478,2022,-23.6204715125547,-46.7308971292937,5,kilometer,774.0,"8201,51",67.0,71.0,39.0,50.0,227,05712-070
455479,2022,-23.6212432758277,-46.7314318940832,5,kilometer,733.0,"9047,54",53.0,53.0,40.0,36.0,182,05712-070
455480,2022,-23.6208077765738,-46.7318572567062,5,kilometer,756.0,"8152,03",56.0,51.0,47.0,47.0,201,05665-010
455481,2022,-23.6224243338043,-46.7327381399953,5,kilometer,341.0,"8309,22",5.0,8.0,8.0,10.0,31,05712-070
455482,2022,-23.6237492340787,-46.7321381305226,5,kilometer,158.0,"8499,44",3.0,,,3.0,6,05712-070
455483,2022,-23.624197574069,-46.7315301405317,5,kilometer,323.0,"15309,01",15.0,16.0,16.0,7.0,54,05715-010
455484,2022,-23.6369069909284,-46.7354015632878,5,kilometer,410.0,"13360,06",8.0,16.0,13.0,18.0,55,05724-005
455485,2022,-23.6355569609847,-46.7337019805817,5,kilometer,235.0,"16471,2",18.0,11.0,11.0,12.0,52,05718-300
455486,2022,-23.6329840604765,-46.726761749588,5,kilometer,399.0,"34812,5",22.0,18.0,42.0,33.0,115,05717-270
455487,2022,-23.6342294650082,-46.7250686178666,5,kilometer,293.0,"24477,72",6.0,8.0,,3.0,17,05708-290
455488,2022,-23.6286060822561,-46.7203952552522,5,kilometer,702.0,"23338,27",37.0,34.0,41.0,30.0,142,05693-000
455489,2022,-23.6275184240447,-46.7198009858871,5,kilometer,324.0,"20722,13",33.0,23.0,15.0,13.0,84,05693-000
455490,2022,-23.6278687271719,-46.7186737088922,5,kilometer,296.0,"12973,61",8.0,6.0,,7.0,21,05693-000
455491,2022,-23.6184044053597,-46.742666951793,5,kilometer,272.0,"21264,65",11.0,8.0,22.0,18.0,59,05641-000
455492,2022,-23.6162628519897,-46.7423103340994,5,kilometer,434.0,"17110,69",32.0,27.0,17.0,16.0,92,05641-000
455493,2022,-23.6159694243282,-46.7403272814858,5,kilometer,191.0,"9391,14",4.0,9.0,11.0,9.0,33,05641-060
455494,2022,-23.6190196520637,-46.7401599582514,5,kilometer,316.0,"12908,57",11.0,7.0,9.0,9.0,36,05641-010
455495,2022,-23.6276995996886,-46.7402559401344,5,kilometer,690.0,"16382,16",28.0,58.0,62.0,62.0,210,05727-160
455496,2022,-23.6283033644427,-46.7423993047898,5,kilometer,472.0,"19142,86",30.0,48.0,61.0,33.0,172,05734-150
455498,2022,-23.6274779105843,-46.7384725689133,5,kilometer,237.0,"23394,42",18.0,16.0,14.0,17.0,65,05727-160
455499,2022,-23.6299519485946,-46.7419804436389,5,kilometer,144.0,"8418,33",5.0,4.0,,6.0,15,05734-150
455500,2022,-23.6299970611329,-46.7424164990086,5,kilometer,444.0,"11708,25",43.0,26.0,12.0,13.0,94,05734-150
455501,2022,-23.6295322280209,-46.743169914070094,5,kilometer,418.0,"11454,63",38.0,17.0,18.0,13.0,86,05734-150
455502,2022,-23.6313343642712,-46.7415448073246,5,kilometer,89.0,15125,10.0,5.0,7.0,3.0,25,05734-150
455503,2022,-23.6397195092354,-46.7354246500574,5,kilometer,626.0,"14482,3",39.0,56.0,43.0,40.0,178,05724-005
455504,2022,-23.6403011265422,-46.7347556704217,5,kilometer,613.0,"15081,76",60.0,42.0,38.0,31.0,171,05801-060
455506,2022,-23.6409957506307,-46.7304017474874,5,kilometer,867.0,"2349,29",44.0,54.0,56.0,77.0,231,05707-001
455507,2022,-23.6433722204999,-46.728231840959,5,kilometer,188.0,"2096,25",13.0,7.0,7.0,16.0,43,05707-001
455508,2022,-23.621554847999,-46.7429294086371,5,kilometer,684.0,"15819,69",56.0,47.0,53.0,38.0,194,05749-260
455509,2022,-23.6248663403162,-46.7416951430668,5,kilometer,588.0,"8317,47",43.0,27.0,18.0,18.0,106,05734-100
455510,2022,-23.6251780133975,-46.7424924668989,5,kilometer,600.0,"10347,88",41.0,35.0,22.0,23.0,121,05734-140
455511,2022,-23.6193296469733,-46.7436652397806,5,kilometer,622.0,"9384,08",44.0,32.0,30.0,24.0,130,05749-260
455512,2022,-23.619704518394,-46.7447418346044,5,kilometer,729.0,"9008,13",57.0,31.0,35.0,30.0,153,05749-300
455513,2022,-23.6240113446227,-46.7431888317596,5,kilometer,404.0,"12538,19",22.0,23.0,18.0,8.0,71,05734-140
455514,2022,-23.6230425467285,-46.7416212838165,5,kilometer,432.0,"10895,6",24.0,23.0,18.0,18.0,83,05726-130
455515,2022,-23.6231115919158,-46.7433159859002,5,kilometer,737.0,"14016,77",75.0,57.0,43.0,30.0,205,05734-140
455516,2022,-23.6227829126409,-46.7434845074956,5,kilometer,294.0,"14444,56",30.0,28.0,19.0,17.0,94,05734-140
455517,2022,-23.6264858534304,-46.74412174341089,5,kilometer,798.0,"9082,44",65.0,48.0,48.0,36.0,197,05734-100
455518,2022,-23.6252493595885,-46.7432187857896,5,kilometer,516.0,"8718,69",32.0,23.0,27.0,13.0,95,05734-140
455519,2022,-23.6245470571783,-46.743839727802,5,kilometer,386.0,"8523,5",18.0,22.0,14.0,12.0,66,05734-140
455520,2022,-23.6238020351398,-46.7452896672739,5,kilometer,298.0,"8761,01",32.0,12.0,8.0,11.0,63,05734-040
455521,2022,-23.6222161906348,-46.7446988834948,5,kilometer,543.0,"9108,87",24.0,37.0,27.0,28.0,116,05749-260
455522,2022,-23.622613850304,-46.7457668195355,5,kilometer,679.0,"7614,97",41.0,39.0,36.0,36.0,152,05734-040
455523,2022,-23.6237119601017,-46.7201777285303,5,kilometer,705.0,"17047,4",41.0,59.0,57.0,54.0,211,05705-170
455524,2022,-23.6233337085453,-46.7214021248908,5,kilometer,697.0,"17095,41",45.0,71.0,60.0,42.0,218,05705-170
455525,2022,-23.6357049555332,-46.732214340304495,5,kilometer,340.0,"16422,67",11.0,11.0,21.0,17.0,60,05707-001
455526,2022,-23.6381883882854,-46.7299586325248,5,kilometer,152.0,"18989,89",,12.0,7.0,7.0,26,05707-001
455527,2022,-23.6345235878321,-46.738945117033296,5,kilometer,249.0,"7678,75",17.0,13.0,12.0,15.0,57,05718-300
455528,2022,-23.6337114888988,-46.7381231542897,5,kilometer,265.0,"9329,58",9.0,23.0,13.0,8.0,53,05718-300
455529,2022,-23.6327026686674,-46.7387240502403,5,kilometer,174.0,"7473,63",6.0,,4.0,4.0,14,05724-003
455530,2022,-23.6321689450854,-46.7383095232294,5,kilometer,247.0,"5895,1",15.0,14.0,11.0,12.0,52,05724-003
455531,2022,-23.6315928445119,-46.7397276316874,5,kilometer,440.0,"16950,69",36.0,29.0,19.0,14.0,98,05734-150
455532,2022,-23.6306981359262,-46.7398698111136,5,kilometer,385.0,"12673,15",29.0,22.0,21.0,11.0,83,05734-150
455533,2022,-23.6300834998199,-46.7395481997306,5,kilometer,557.0,"11599,54",46.0,47.0,24.0,25.0,142,05727-160
455534,2022,-23.6314725695739,-46.7374103581402,5,kilometer,200.0,"9774,05",9.0,8.0,9.0,9.0,35,05724-002
455535,2022,-23.6355489099909,-46.7398068542916,5,kilometer,470.0,"4692,92",38.0,39.0,26.0,29.0,132,05776-340
455536,2022,-23.6283371038371,-46.7400333642603,5,kilometer,566.0,"12779,97",35.0,29.0,25.0,24.0,113,05727-160
455537,2022,-23.6285480127013,-46.738256434907,5,kilometer,381.0,"15562,02",21.0,37.0,25.0,18.0,101,05727-160
455538,2022,-23.6213488826892,-46.7189927487066,5,kilometer,127.0,"13075,1",3.0,8.0,,10.0,21,05693-000
455539,2022,-23.6195629101576,-46.7413831901984,5,kilometer,334.0,"15830,76",7.0,6.0,14.0,14.0,41,05641-060
455540,2022,-23.6212776072815,-46.7408372987808,5,kilometer,303.0,"34652,59",32.0,32.0,20.0,15.0,99,05640-003
455541,2022,-23.62081030939,-46.7415494390993,5,kilometer,574.0,"28157,71",58.0,44.0,46.0,23.0,171,05640-003
455542,2022,-23.6207868331042,-46.7475335466592,5,kilometer,454.0,"6124,93",38.0,25.0,18.0,27.0,108,05749-300
455543,2022,-23.6216136006054,-46.747142776499,5,kilometer,473.0,"4823,61",37.0,24.0,31.0,23.0,115,05749-280
455544,2022,-23.6175530471962,-46.7213808250745,5,kilometer,461.0,"2079,77",26.0,28.0,42.0,49.0,145,05659-020
455545,2022,-23.6176624644802,-46.7220585317946,5,kilometer,597.0,"2446,14",42.0,41.0,40.0,60.0,183,05659-020
455546,2022,-23.6417093883016,-46.7331868957172,5,kilometer,297.0,"2519,78",19.0,25.0,19.0,22.0,85,05724-005
455547,2022,-23.6209905062385,-46.7285147319074,5,kilometer,406.0,"1910,79",48.0,41.0,35.0,26.0,150,05712-070
455548,2022,-23.6207261043226,-46.7289338882371,5,kilometer,153.0,"2468,56",13.0,11.0,13.0,17.0,54,05712-070
455549,2022,-23.6206495431049,-46.7280496568749,5,kilometer,319.0,"2453,97",16.0,25.0,36.0,36.0,113,05712-040
455550,2022,-23.6180116056391,-46.7270326585894,5,kilometer,651.0,"1623,5",47.0,60.0,56.0,53.0,216,05661-050
455551,2022,-23.6176436394122,-46.7281151335673,5,kilometer,527.0,"1690,56",41.0,43.0,44.0,55.0,183,05661-050
455552,2022,-23.6181545511289,-46.7280735140457,5,kilometer,790.0,"1660,23",59.0,58.0,58.0,84.0,259,05661-050
455553,2022,-23.617608419521,-46.7226842919937,5,kilometer,336.0,"1795,87",21.0,24.0,29.0,24.0,98,05659-020
455554,2022,-23.6173312112382,-46.7237277887335,5,kilometer,533.0,"1912,24",36.0,49.0,43.0,60.0,188,05661-050
455555,2022,-23.6201202420528,-46.7260951984924,5,kilometer,1435.0,"1823,46",91.0,95.0,109.0,115.0,410,05661-050
455556,2022,-23.6205764802251,-46.7246181285927,5,kilometer,646.0,"2292,74",31.0,43.0,50.0,44.0,168,05712-040
455557,2022,-23.6146155220334,-46.721754643167294,5,kilometer,593.0,"1491,23",44.0,57.0,48.0,59.0,208,05659-020
455558,2022,-23.6146641179363,-46.7208419546683,5,kilometer,809.0,"1652,09",68.0,88.0,73.0,66.0,295,05659-020
455559,2022,-23.6145324611797,-46.7200693621497,5,kilometer,872.0,"1655,29",68.0,78.0,73.0,87.0,306,05659-020
455560,2022,-23.6194130329731,-46.7309399121408,5,kilometer,416.0,"1893,34",34.0,30.0,29.0,38.0,131,05661-050
455561,2022,-23.6197766977576,-46.7307074048718,5,kilometer,548.0,"1671,68",45.0,51.0,42.0,41.0,179,05665-010
455562,2022,-23.6187343103875,-46.7305706412326,5,kilometer,924.0,"1397,75",65.0,89.0,67.0,91.0,312,05661-050
455563,2022,-23.6188206911007,-46.7294664216673,5,kilometer,1089.0,"1505,63",69.0,104.0,93.0,99.0,365,05661-050
455564,2022,-23.6178174139767,-46.7302147587072,5,kilometer,762.0,"1575,76",60.0,72.0,58.0,78.0,268,05665-010
455565,2022,-23.6178114286526,-46.7293243614583,5,kilometer,1124.0,"1648,29",89.0,96.0,74.0,107.0,366,05661-050
455566,2022,-23.617001452305,-46.7280162196188,5,kilometer,984.0,"1666,1",78.0,78.0,84.0,81.0,321,05661-050
455567,2022,-23.6169813062179,-46.7270222584344,5,kilometer,638.0,"1801,66",63.0,61.0,50.0,54.0,228,05661-050
455568,2022,-23.6160480256139,-46.7269821170774,5,kilometer,625.0,"1580,66",47.0,52.0,44.0,60.0,203,05659-020
455569,2022,-23.6159787613893,-46.7280191931483,5,kilometer,1169.0,"1680,38",105.0,98.0,73.0,119.0,395,05659-020
455570,2022,-23.6150237474916,-46.7277442256213,5,kilometer,894.0,"1497,48",58.0,59.0,66.0,86.0,269,05659-020
455571,2022,-23.6150774662947,-46.7266936619759,5,kilometer,705.0,"1587,75",51.0,55.0,37.0,46.0,189,05661-050
455572,2022,-23.6147887370344,-46.7299093980422,5,kilometer,937.0,"1643,08",64.0,60.0,71.0,68.0,263,05659-020
455573,2022,-23.6148420209723,-46.7288919093997,5,kilometer,1323.0,"1603,86",125.0,123.0,113.0,88.0,449,05659-020
455574,2022,-23.6139001663932,-46.7285250144578,5,kilometer,1967.0,"1710,17",153.0,172.0,172.0,159.0,656,05663-020
455575,2022,-23.6140975097998,-46.7270666868744,5,kilometer,1496.0,"1605,93",134.0,130.0,117.0,112.0,493,05663-020
455576,2022,-23.612920890989,-46.7284302363352,5,kilometer,845.0,"1668,94",80.0,85.0,88.0,74.0,327,05663-020
455577,2022,-23.6130335287293,-46.727529573614,5,kilometer,1686.0,"1475,31",160.0,166.0,155.0,138.0,619,05663-020
455578,2022,-23.6130514618883,-46.726507055212,5,kilometer,1130.0,"1538,55",68.0,115.0,82.0,99.0,364,05661-050
455579,2022,-23.6141944397563,-46.7258226063924,5,kilometer,1032.0,"1625,33",102.0,118.0,61.0,60.0,341,05661-050
455580,2022,-23.6142968545877,-46.7247732539634,5,kilometer,545.0,"1597,71",49.0,52.0,50.0,42.0,193,05663-020
455581,2022,-23.6160457488876,-46.7260624600403,5,kilometer,276.0,"1609,72",20.0,25.0,29.0,15.0,89,05661-050
455582,2022,-23.6164230920346,-46.7254122731185,5,kilometer,751.0,"1631,24",57.0,78.0,59.0,66.0,260,05661-050
455583,2022,-23.6161515177379,-46.7247671467049,5,kilometer,455.0,"1774,95",45.0,20.0,46.0,34.0,145,05661-050
455584,2022,-23.6138344852537,-46.7187203562342,5,kilometer,188.0,"8632,94",12.0,8.0,7.0,7.0,34,05659-020
455585,2022,-23.6124980456237,-46.722939684291696,5,kilometer,1141.0,"1450,93",108.0,184.0,48.0,68.0,408,05659-020
455586,2022,-23.6135088806498,-46.7227485788978,5,kilometer,953.0,"1657,09",73.0,76.0,75.0,81.0,305,05659-020
455587,2022,-23.6424420235794,-46.7324717399186,5,kilometer,737.0,"2246,72",40.0,43.0,48.0,51.0,182,05724-005
455588,2022,-23.6421994603133,-46.7315091010494,5,kilometer,613.0,"2659,65",28.0,36.0,27.0,43.0,134,05724-005
455589,2022,-23.6375888897742,-46.7413963194083,5,kilometer,613.0,"1944,18",36.0,56.0,40.0,55.0,187,05776-340
455590,2022,-23.6369689111387,-46.7403690983634,5,kilometer,1149.0,"1612,6",78.0,104.0,95.0,96.0,373,05718-300
455591,2022,-23.6153441864911,-46.7237187594781,5,kilometer,351.0,"1697,09",33.0,29.0,27.0,35.0,124,05659-020
455592,2022,-23.615542726068,-46.7227873818043,5,kilometer,1217.0,"1843,09",96.0,108.0,87.0,90.0,381,05661-050
455593,2022,-23.6156296407714,-46.721713832492,5,kilometer,677.0,"1917,7",36.0,49.0,42.0,58.0,185,05659-020
455594,2022,-23.6151968563265,-46.725675925111,5,kilometer,503.0,"1852,62",29.0,35.0,29.0,25.0,118,05659-020
455595,2022,-23.6152976851529,-46.7246572781405,5,kilometer,602.0,"1659,54",43.0,64.0,45.0,36.0,188,05659-020
455596,2022,-23.6157916696692,-46.7302999146012,5,kilometer,782.0,"2055,57",56.0,59.0,52.0,61.0,228,05663-020
455597,2022,-23.6157193651886,-46.7295879445584,5,kilometer,735.0,"1882,08",50.0,55.0,62.0,71.0,238,05659-020
455598,2022,-23.6159139107429,-46.7288177736933,5,kilometer,790.0,"1641,27",93.0,73.0,67.0,51.0,284,05661-050
455599,2022,-23.6167077372373,-46.7298306313461,5,kilometer,816.0,"1609,84",78.0,83.0,56.0,64.0,281,05661-050
455600,2022,-23.6169007398436,-46.7291238132364,5,kilometer,918.0,"1766,42",70.0,91.0,64.0,82.0,307,05661-050
455601,2022,-23.6166253372566,-46.7217068379415,5,kilometer,1228.0,"1786,69",111.0,106.0,82.0,118.0,417,05659-020
455602,2022,-23.6172712805095,-46.7260709277193,5,kilometer,306.0,"2039,08",20.0,26.0,20.0,26.0,92,05661-050
455603,2022,-23.6173823927307,-46.7249296618412,5,kilometer,390.0,"1740,76",17.0,25.0,17.0,16.0,75,05659-020
455604,2022,-23.6189781088313,-46.7263174279137,5,kilometer,533.0,"2152,72",29.0,44.0,30.0,44.0,147,05661-050
455605,2022,-23.6192928060102,-46.7258147870191,5,kilometer,941.0,"1825,08",73.0,80.0,76.0,55.0,284,05712-040
455606,2022,-23.6132150315081,-46.7256534359298,5,kilometer,983.0,"1572,49",79.0,78.0,79.0,75.0,311,05659-020
455607,2022,-23.6133258724315,-46.724612642823296,5,kilometer,538.0,"1712,26",46.0,47.0,45.0,34.0,172,05659-020
455608,2022,-23.6187517551515,-46.7284629836604,5,kilometer,665.0,"1532,37",38.0,77.0,52.0,56.0,223,05661-050
455609,2022,-23.6193427593645,-46.72830016090649,5,kilometer,617.0,"1457,11",50.0,65.0,57.0,70.0,242,05661-050
455610,2022,-23.6188575792516,-46.7276736931998,5,kilometer,739.0,"1437,2",73.0,82.0,63.0,59.0,277,05661-050
455611,2022,-23.6188794759662,-46.7269213661861,5,kilometer,290.0,"1493,16",21.0,19.0,28.0,30.0,98,05661-050
455612,2022,-23.6197928988399,-46.7294547029348,5,kilometer,783.0,"1917,76",61.0,62.0,42.0,56.0,221,05712-070
455613,2022,-23.6202686415554,-46.72977398430729,5,kilometer,547.0,"1852,04",50.0,49.0,33.0,50.0,182,05712-070
455614,2022,-23.6424997841196,-46.7291624254288,5,kilometer,1055.0,"1642,37",79.0,88.0,87.0,99.0,353,05707-001
455615,2022,-23.6432182329911,-46.7294857927519,5,kilometer,507.0,"1949,77",38.0,42.0,38.0,37.0,155,05707-001
455616,2022,-23.6347140377297,-46.7301516193528,5,kilometer,435.0,"17738,96",28.0,18.0,14.0,17.0,77,05717-270
455617,2022,-23.632256585278,-46.739421634996,5,kilometer,328.0,"10458,73",25.0,17.0,9.0,4.0,55,05734-150
455618,2022,-23.6331076196806,-46.7383057931656,5,kilometer,273.0,"11494,69",20.0,8.0,11.0,11.0,50,05718-300
455619,2022,-23.625016274859,-46.7208503909448,5,kilometer,166.0,"14171,89",12.0,8.0,7.0,8.0,35,05705-170
455620,2022,-23.621957109853,-46.7233473530884,5,kilometer,1292.0,"4500,65",82.0,71.0,45.0,54.0,252,05712-040
